timestamp,time_string,cf
1754124158.031,2025-08-02 03:42:38,0.014634256
1754124938.03,2025-08-02 03:55:38,0.012312248
1754125718.03,2025-08-02 04:08:38,0.015502182
1754126498.03,2025-08-02 04:21:38,0.018
1754127278.032,2025-08-02 04:34:38,0.014757835
1754128058.032,2025-08-02 04:47:38,0.017800605
1754128838.032,2025-08-02 05:00:38,0.014130605
1754129618.033,2025-08-02 05:13:38,0.017973052
1754130398.032,2025-08-02 05:26:38,0.016053613
1754131178.03,2025-08-02 05:39:38,0.019576298
1754131958.03,2025-08-02 05:52:38,0.015352889
1754132738.029,2025-08-02 06:05:38,0.016402775
1754133518.029,2025-08-02 06:18:38,0.019767646
1754134298.029,2025-08-02 06:31:38,0.019
1754135078.031,2025-08-02 06:44:38,0.02354258
1754135858.032,2025-08-02 06:57:38,0.01812413
1754136638.033,2025-08-02 07:10:38,0.016479893
1754137418.032,2025-08-02 07:23:38,0.015839258
1754138198.032,2025-08-02 07:36:38,0.014640288
1754138978.032,2025-08-02 07:49:38,0.015721546
1754139758.031,2025-08-02 08:02:38,0.015162986
1754140538.03,2025-08-02 08:15:38,0.013761007
1754141318.031,2025-08-02 08:28:38,0.014
1754142098.032,2025-08-02 08:41:38,0.014826227
1754142878.032,2025-08-02 08:54:38,0.01457014
1754143658.03,2025-08-02 09:07:38,0.013279224
1754144438.03,2025-08-02 09:20:38,0.014673329
1754145218.031,2025-08-02 09:33:38,0.015
1754145998.032,2025-08-02 09:46:38,0.015102314
1754146778.033,2025-08-02 09:59:38,0.014434587
1754147558.033,2025-08-02 10:12:38,0.01536309
1754148338.032,2025-08-02 10:25:38,0.014570516
1754149118.032,2025-08-02 10:38:38,0.0159967
1754149898.032,2025-08-02 10:51:38,0.015
1754150678.032,2025-08-02 11:04:38,0.015660495
1754151458.032,2025-08-02 11:17:38,0.015642686
1754152238.032,2025-08-02 11:30:38,0.015199267
1754153018.032,2025-08-02 11:43:38,0.017063519
1754153798.03,2025-08-02 11:56:38,0.015578555
1754154578.03,2025-08-02 12:09:38,0.016679257
1754155358.03,2025-08-02 12:22:38,0.016238723
1754156138.03,2025-08-02 12:35:38,0.01388709
1754156918.03,2025-08-02 12:48:38,0.0145719405
1754157698.031,2025-08-02 13:01:38,0.016
1754158478.032,2025-08-02 13:14:38,0.0175
1754159258.032,2025-08-02 13:27:38,0.016
1754160038.032,2025-08-02 13:40:38,0.01656639
1754160818.032,2025-08-02 13:53:38,0.015849512
1754161598.032,2025-08-02 14:06:38,0.015
1754162378.031,2025-08-02 14:19:38,0.015
1754163158.031,2025-08-02 14:32:38,0.01616016
1754163938.031,2025-08-02 14:45:38,0.016
1754164718.031,2025-08-02 14:58:38,0.016
1754165498.032,2025-08-02 15:11:38,0.014111383
1754166278.032,2025-08-02 15:24:38,0.015887152
1754167058.032,2025-08-02 15:37:38,0.015
1754167838.032,2025-08-02 15:50:38,0.014497935
1754168618.033,2025-08-02 16:03:38,0.015004385
1754169398.032,2025-08-02 16:16:38,0.015692469
1754170178.032,2025-08-02 16:29:38,0.015783504
1754170958.034,2025-08-02 16:42:38,0.015
1754171738.032,2025-08-02 16:55:38,0.015755348
1754172518.032,2025-08-02 17:08:38,0.015010195
1754173298.032,2025-08-02 17:21:38,0.01533363
1754174078.032,2025-08-02 17:34:38,0.01515721
1754174858.032,2025-08-02 17:47:38,0.014852126
1754175638.032,2025-08-02 18:00:38,0.01835812
1754176418.036,2025-08-02 18:13:38,0.015
1754177198.029,2025-08-02 18:26:38,0.015
1754177978.03,2025-08-02 18:39:38,0.029664617
1754178758.03,2025-08-02 18:52:38,0.037
1754179538.03,2025-08-02 19:05:38,0.015
1754180318.03,2025-08-02 19:18:38,0.014893668
1754181098.03,2025-08-02 19:31:38,0.016223785
1754181878.03,2025-08-02 19:44:38,0.012753272
